order_item_id,order_id,product_id,quantity,unit_price,total_price
OI000604,O000055,P0142,4,59.27,237.08
OI000605,O000085,P0063,4,104.03,416.12
OI000606,O000252,P0032,4,98.45,393.8
OI000607,O000883,P0158,1,93.37,93.37
OI000608,O000439,P0092,2,251.54,503.08
OI000609,O000996,P0090,4,105.69,422.76
OI000610,O000683,P0169,4,260.33,1041.32
OI000611,O000615,P0105,5,184.9,924.5
OI000612,O000545,P0172,3,71.84,215.52
OI000613,O000962,P0022,4,111.65,446.6
OI000614,O000568,P0165,3,133.56,400.68
OI000615,O000458,P0147,2,323.57,647.14
OI000616,O000149,P0095,3,300.44,901.32
OI000617,O000796,P0176,3,215.29,645.87
OI000618,O000305,P0067,4,337.1,1348.4
OI000619,O000712,P0187,4,36.09,144.36
OI000620,O000361,P0185,1,333.87,333.87
OI000621,O000134,P0185,3,333.87,1001.61
OI000622,O000022,P0016,2,75.2,150.4
OI000623,O000633,P0149,1,60.85,60.85
OI000624,O000816,P0029,1,137.48,137.48
OI000625,O000469,P0057,1,429.62,429.62
OI000626,O000915,P0112,3,101.84,305.52
OI000627,O000706,P0063,2,104.03,208.06
OI000628,O000880,P0117,1,227.62,227.62
OI000629,O000870,P0123,4,81.92,327.68
OI000630,O000304,P0159,3,86.03,258.09
OI000631,O000812,P0147,3,323.57,970.71
OI000632,O000088,P0122,2,112.3,224.6
OI000633,O000771,P0036,5,117.88,589.4
OI000634,O000416,P0016,4,75.2,300.8
OI000635,O000272,P0120,4,55.36,221.44
OI000636,O000465,P0196,4,97.68,390.72
OI000637,O000396,P0118,5,118.57,592.85
OI000638,O000955,P0133,2,447.5,895.0
OI000639,O000214,P0092,2,251.54,503.08
OI000640,O000609,P0094,2,76.44,152.88
OI000641,O000426,P0071,2,108.8,217.6
OI000642,O000258,P0082,2,108.55,217.1
OI000643,O000225,P0131,4,93.84,375.36
OI000644,O000007,P0066,2,55.48,110.96
OI000645,O000926,P0167,5,107.33,536.65
OI000646,O000098,P0037,4,163.56,654.24
OI000647,O000476,P0067,1,337.1,337.1
OI000648,O000124,P0099,5,136.69,683.45
OI000649,O000605,P0176,4,215.29,861.16
OI000650,O000972,P0134,4,39.68,158.72
OI000651,O000089,P0113,3,20.11,60.33
OI000652,O000163,P0149,2,60.85,121.7
OI000653,O000344,P0194,4,284.46,1137.84
OI000654,O000662,P0105,3,184.9,554.7
OI000655,O000276,P0030,2,45.34,90.68
OI000656,O000131,P0147,5,323.57,1617.85
OI000657,O000371,P0125,3,339.63,1018.89
OI000658,O000804,P0086,2,69.43,138.86
OI000659,O000951,P0165,4,133.56,534.24
OI000660,O000957,P0186,3,59.97,179.91
OI000661,O000992,P0167,3,107.33,321.99
OI000662,O000749,P0090,3,105.69,317.07
OI000663,O000794,P0137,1,98.66,98.66
OI000664,O000962,P0091,4,53.61,214.44
OI000665,O000685,P0039,2,281.89,563.78
OI000666,O000690,P0003,1,251.79,251.79
OI000667,O000900,P0107,2,246.04,492.08
OI000668,O000695,P0176,2,215.29,430.58
OI000669,O000889,P0185,1,333.87,333.87
OI000670,O000081,P0021,1,115.8,115.8
OI000671,O000943,P0160,1,92.71,92.71
OI000672,O000260,P0196,5,97.68,488.4
OI000673,O000395,P0067,2,337.1,674.2
OI000674,O000835,P0043,1,62.64,62.64
OI000675,O000403,P0134,3,39.68,119.04
OI000676,O000854,P0070,4,104.08,416.32
OI000677,O000714,P0043,3,62.64,187.92
OI000678,O000917,P0007,5,360.51,1802.55
OI000679,O000999,P0060,3,71.75,215.25
OI000680,O000271,P0019,2,67.31,134.62
OI000681,O000424,P0030,3,45.34,136.02
OI000682,O000072,P0042,3,84.32,252.96
OI000683,O000116,P0069,4,31.34,125.36
OI000684,O000472,P0103,5,71.16,355.8
OI000685,O000175,P0064,4,105.72,422.88
OI000686,O000898,P0044,4,83.65,334.6
OI000687,O000461,P0145,5,45.17,225.85
OI000688,O000058,P0053,1,89.14,89.14
OI000689,O000400,P0200,3,98.0,294.0
OI000690,O000831,P0164,5,221.03,1105.15
OI000691,O000278,P0097,4,24.44,97.76
OI000692,O000134,P0090,1,105.69,105.69
OI000693,O000444,P0074,2,68.57,137.14
OI000694,O000741,P0129,1,43.04,43.04
OI000695,O000004,P0119,3,37.99,113.97
OI000696,O000710,P0079,2,116.9,233.8
OI000697,O000708,P0031,4,88.15,352.6
OI000698,O000504,P0160,2,92.71,185.42
OI000699,O000196,P0002,1,91.67,91.67
OI000700,O000556,P0104,5,53.78,268.9
OI000701,O000444,P0023,5,260.5,1302.5
OI000702,O000619,P0134,1,39.68,39.68
OI000703,O000404,P0026,5,120.5,602.5
OI000704,O000685,P0072,3,138.56,415.68
OI000705,O000409,P0199,5,341.73,1708.65
OI000706,O000033,P0151,1,373.89,373.89
OI000707,O000838,P0114,4,100.79,403.16
OI000708,O000341,P0147,4,323.57,1294.28
OI000709,O000859,P0139,5,175.56,877.8
OI000710,O000872,P0040,1,73.43,73.43
OI000711,O000217,P0049,5,210.17,1050.85
OI000712,O000426,P0152,3,124.65,373.95
OI000713,O000214,P0105,3,184.9,554.7
OI000714,O000421,P0015,1,75.36,75.36
OI000715,O000340,P0153,4,83.43,333.72
OI000716,O000715,P0011,1,332.11,332.11
OI000717,O000642,P0135,5,118.42,592.1
OI000718,O000671,P0175,2,226.29,452.58
OI000719,O000443,P0014,1,160.43,160.43
OI000720,O000146,P0167,2,107.33,214.66
OI000721,O000079,P0188,5,252.61,1263.05
OI000722,O000619,P0089,3,137.76,413.28
OI000723,O000308,P0107,3,246.04,738.12
OI000724,O000867,P0003,2,251.79,503.58
OI000725,O000236,P0010,4,48.48,193.92
OI000726,O000003,P0080,3,282.38,847.14
OI000727,O000430,P0158,2,93.37,186.74
OI000728,O000346,P0153,4,83.43,333.72
OI000729,O000754,P0014,3,160.43,481.29
OI000730,O000313,P0042,4,84.32,337.28
OI000731,O000123,P0093,4,133.0,532.0
OI000732,O000566,P0130,4,113.44,453.76
OI000733,O000772,P0103,1,71.16,71.16
OI000734,O000625,P0013,3,204.47,613.41
OI000735,O000832,P0042,2,84.32,168.64
OI000736,O000153,P0084,1,100.61,100.61
OI000737,O000214,P0022,5,111.65,558.25
OI000738,O000679,P0103,5,71.16,355.8
OI000739,O000796,P0122,3,112.3,336.9
OI000740,O000455,P0086,1,69.43,69.43
OI000741,O000707,P0013,3,204.47,613.41
OI000742,O000359,P0040,3,73.43,220.29
OI000743,O000325,P0032,2,98.45,196.9
OI000744,O000585,P0061,3,68.73,206.19
OI000745,O000730,P0087,5,76.86,384.3
OI000746,O000793,P0076,3,79.1,237.3
OI000747,O000373,P0084,4,100.61,402.44
OI000748,O000226,P0163,5,124.01,620.05
OI000749,O000406,P0112,2,101.84,203.68
OI000750,O000449,P0139,2,175.56,351.12
OI000751,O000608,P0061,3,68.73,206.19
OI000752,O000013,P0051,4,136.99,547.96
OI000753,O000237,P0191,3,267.43,802.29
OI000754,O000873,P0036,5,117.88,589.4
OI000755,O000478,P0167,2,107.33,214.66
OI000756,O000042,P0073,5,112.77,563.85
OI000757,O000312,P0097,4,24.44,97.76
OI000758,O000390,P0080,4,282.38,1129.52
OI000759,O000705,P0193,1,76.48,76.48
OI000760,O000326,P0007,5,360.51,1802.55
OI000761,O000873,P0109,1,269.31,269.31
OI000762,O000848,P0027,2,38.79,77.58
OI000763,O000028,P0010,1,48.48,48.48
OI000764,O000350,P0132,4,67.76,271.04
OI000765,O000907,P0097,3,24.44,73.32
OI000766,O000536,P0137,2,98.66,197.32
OI000767,O000627,P0171,4,98.58,394.32
OI000768,O000640,P0037,2,163.56,327.12
OI000769,O000843,P0064,5,105.72,528.6
OI000770,O000590,P0099,1,136.69,136.69
OI000771,O000445,P0179,4,423.2,1692.8
OI000772,O000081,P0049,4,210.17,840.68
OI000773,O000240,P0077,1,59.39,59.39
OI000774,O000070,P0067,3,337.1,1011.3
OI000775,O000113,P0186,4,59.97,239.88
OI000776,O000964,P0093,3,133.0,399.0
OI000777,O000757,P0138,2,117.83,235.66
OI000778,O000532,P0199,5,341.73,1708.65
OI000779,O000781,P0169,5,260.33,1301.65
OI000780,O000025,P0109,1,269.31,269.31
OI000781,O000140,P0065,4,107.74,430.96
OI000782,O000353,P0119,2,37.99,75.98
OI000783,O000669,P0026,5,120.5,602.5
OI000784,O000949,P0105,4,184.9,739.6
OI000785,O000984,P0175,3,226.29,678.87
OI000786,O000617,P0113,1,20.11,20.11
OI000787,O000545,P0037,3,163.56,490.68
OI000788,O000473,P0119,4,37.99,151.96
OI000789,O000970,P0190,5,109.52,547.6
OI000790,O000910,P0177,3,271.9,815.7
OI000791,O000060,P0155,3,81.82,245.46
OI000792,O000130,P0037,2,163.56,327.12
OI000793,O000045,P0051,3,136.99,410.97
OI000794,O000721,P0150,5,172.48,862.4
OI000795,O000407,P0088,3,107.19,321.57
OI000796,O000388,P0031,3,88.15,264.45
OI000797,O000548,P0157,1,329.97,329.97
OI000798,O000553,P0004,4,289.27,1157.08
OI000799,O000347,P0199,4,341.73,1366.92
OI000800,O000658,P0173,1,93.0,93.0
OI000801,O000680,P0133,2,447.5,895.0
OI000802,O000224,P0101,4,29.46,117.84
OI000803,O000443,P0045,4,55.08,220.32
OI000804,O000836,P0076,5,79.1,395.5
OI000805,O000844,P0055,3,99.52,298.56
OI000806,O000380,P0152,4,124.65,498.6
OI000807,O000451,P0076,1,79.1,79.1
OI000808,O000342,P0022,3,111.65,334.95
OI000809,O000819,P0082,5,108.55,542.75
OI000810,O000982,P0010,3,48.48,145.44
OI000811,O000752,P0182,5,99.66,498.3
OI000812,O000083,P0075,2,101.68,203.36
OI000813,O000048,P0012,3,45.12,135.36
OI000814,O000602,P0068,5,67.6,338.0
OI000815,O001000,P0190,2,109.52,219.04
OI000816,O000176,P0018,2,368.51,737.02
OI000817,O000086,P0032,5,98.45,492.25
OI000818,O000467,P0139,3,175.56,526.68
OI000819,O000920,P0096,5,65.44,327.2
OI000820,O000972,P0046,1,93.66,93.66
OI000821,O000682,P0069,2,31.34,62.68
OI000822,O000715,P0005,5,283.06,1415.3
OI000823,O000673,P0199,2,341.73,683.46
OI000824,O000992,P0156,5,33.32,166.6
OI000825,O000083,P0149,3,60.85,182.55
OI000826,O000211,P0114,2,100.79,201.58
OI000827,O000531,P0077,1,59.39,59.39
OI000828,O000672,P0154,2,418.25,836.5
OI000829,O000064,P0002,3,91.67,275.01
OI000830,O000991,P0147,1,323.57,323.57
OI000831,O000591,P0101,2,29.46,58.92
OI000832,O000165,P0067,3,337.1,1011.3
OI000833,O000070,P0110,2,129.63,259.26
OI000834,O000378,P0032,4,98.45,393.8
OI000835,O000573,P0061,5,68.73,343.65
OI000836,O000952,P0145,2,45.17,90.34
OI000837,O000386,P0065,3,107.74,323.22
OI000838,O000230,P0090,5,105.69,528.45
OI000839,O000234,P0109,5,269.31,1346.55
OI000840,O000234,P0046,2,93.66,187.32
OI000841,O000038,P0138,3,117.83,353.49
OI000842,O000401,P0143,1,31.09,31.09
OI000843,O000354,P0096,1,65.44,65.44
OI000844,O000193,P0063,5,104.03,520.15
OI000845,O000618,P0084,1,100.61,100.61
OI000846,O000977,P0142,3,59.27,177.81
OI000847,O000091,P0058,1,390.27,390.27
OI000848,O000997,P0017,3,48.14,144.42
OI000849,O000479,P0157,5,329.97,1649.85
OI000850,O000477,P0176,2,215.29,430.58
OI000851,O000724,P0136,3,60.43,181.29
OI000852,O000358,P0130,1,113.44,113.44
OI000853,O000183,P0104,5,53.78,268.9
OI000854,O000243,P0099,5,136.69,683.45
OI000855,O000295,P0150,4,172.48,689.92
OI000856,O000831,P0175,4,226.29,905.16
OI000857,O000750,P0179,3,423.2,1269.6
OI000858,O000519,P0029,3,137.48,412.44
OI000859,O000600,P0199,4,341.73,1366.92
OI000860,O000676,P0085,1,82.19,82.19
OI000861,O000865,P0084,4,100.61,402.44
OI000862,O000755,P0044,4,83.65,334.6
OI000863,O000273,P0159,5,86.03,430.15
OI000864,O000498,P0191,1,267.43,267.43
OI000865,O000609,P0011,5,332.11,1660.55
OI000866,O000921,P0124,4,83.79,335.16
OI000867,O000487,P0167,3,107.33,321.99
OI000868,O000674,P0133,3,447.5,1342.5
OI000869,O000046,P0171,4,98.58,394.32
OI000870,O000794,P0064,4,105.72,422.88
OI000871,O000468,P0121,3,79.61,238.83
OI000872,O000822,P0087,2,76.86,153.72
OI000873,O000051,P0013,3,204.47,613.41
OI000874,O000788,P0122,1,112.3,112.3
OI000875,O000581,P0095,2,300.44,600.88
OI000876,O000960,P0162,5,274.18,1370.9
OI000877,O000478,P0036,2,117.88,235.76
OI000878,O000488,P0061,1,68.73,68.73
OI000879,O000796,P0161,4,98.07,392.28
OI000880,O000611,P0178,3,284.43,853.29
OI000881,O000204,P0150,2,172.48,344.96
OI000882,O000755,P0140,1,420.42,420.42
OI000883,O000945,P0146,5,62.75,313.75
OI000884,O000822,P0015,1,75.36,75.36
OI000885,O000556,P0050,4,115.95,463.8
OI000886,O000175,P0167,1,107.33,107.33
OI000887,O000504,P0099,4,136.69,546.76
OI000888,O000712,P0147,4,323.57,1294.28
OI000889,O000159,P0111,1,80.09,80.09
OI000890,O000263,P0051,5,136.99,684.95
OI000891,O000497,P0167,2,107.33,214.66
OI000892,O000988,P0106,4,121.07,484.28
OI000893,O000907,P0137,1,98.66,98.66
OI000894,O000137,P0156,4,33.32,133.28
OI000895,O000330,P0102,5,112.47,562.35
OI000896,O000657,P0028,3,46.28,138.84
OI000897,O000147,P0027,3,38.79,116.37
OI000898,O000248,P0134,2,39.68,79.36
OI000899,O000542,P0078,3,78.12,234.36
OI000900,O000170,P0026,1,120.5,120.5
OI000901,O000916,P0121,3,79.61,238.83
OI000902,O000726,P0182,5,99.66,498.3
OI000903,O000177,P0024,5,81.07,405.35
OI000904,O000380,P0085,1,82.19,82.19
OI000905,O000100,P0094,3,76.44,229.32
OI000906,O000471,P0084,3,100.61,301.83
OI000907,O000533,P0033,1,69.13,69.13
OI000908,O000772,P0144,1,71.73,71.73
OI000909,O000722,P0171,5,98.58,492.9
OI000910,O000985,P0187,4,36.09,144.36
OI000911,O000231,P0005,3,283.06,849.18
OI000912,O000306,P0135,1,118.42,118.42
OI000913,O000815,P0049,4,210.17,840.68
OI000914,O000257,P0040,3,73.43,220.29
OI000915,O000047,P0022,3,111.65,334.95
OI000916,O000531,P0184,4,93.76,375.04
OI000917,O000965,P0111,5,80.09,400.45
OI000918,O000401,P0121,2,79.61,159.22
OI000919,O000153,P0149,4,60.85,243.4
OI000920,O000441,P0142,5,59.27,296.35
OI000921,O000176,P0047,3,308.95,926.85
OI000922,O000085,P0128,5,81.48,407.4
OI000923,O000053,P0004,3,289.27,867.81
OI000924,O000429,P0056,2,175.19,350.38
OI000925,O000662,P0187,1,36.09,36.09
OI000926,O000781,P0078,3,78.12,234.36
OI000927,O000280,P0007,4,360.51,1442.04
OI000928,O000333,P0082,2,108.55,217.1
OI000929,O000932,P0128,4,81.48,325.92
OI000930,O000514,P0137,2,98.66,197.32
OI000931,O000566,P0109,3,269.31,807.93
OI000932,O000859,P0166,5,114.06,570.3
OI000933,O000216,P0191,3,267.43,802.29
OI000934,O000306,P0187,3,36.09,108.27
OI000935,O000301,P0024,2,81.07,162.14
OI000936,O000448,P0053,5,89.14,445.7
OI000937,O000011,P0199,3,341.73,1025.19
OI000938,O000572,P0128,2,81.48,162.96
OI000939,O000250,P0012,5,45.12,225.6
OI000940,O000681,P0181,1,59.13,59.13
OI000941,O000618,P0042,2,84.32,168.64
OI000942,O000734,P0091,5,53.61,268.05
OI000943,O000724,P0162,4,274.18,1096.72
OI000944,O000703,P0001,3,205.63,616.89
OI000945,O000865,P0122,4,112.3,449.2
OI000946,O000575,P0146,2,62.75,125.5
OI000947,O000632,P0120,1,55.36,55.36
OI000948,O000243,P0125,5,339.63,1698.15
OI000949,O000303,P0120,2,55.36,110.72
OI000950,O000405,P0184,1,93.76,93.76
OI000951,O000563,P0055,1,99.52,99.52
OI000952,O000741,P0174,2,347.83,695.66
OI000953,O000898,P0192,1,233.79,233.79
OI000954,O000422,P0153,4,83.43,333.72
OI000955,O000769,P0140,3,420.42,1261.26
OI000956,O000079,P0105,5,184.9,924.5
OI000957,O000287,P0155,2,81.82,163.64
OI000958,O000925,P0194,1,284.46,284.46
OI000959,O000437,P0112,5,101.84,509.2
OI000960,O000030,P0157,1,329.97,329.97
OI000961,O000929,P0131,4,93.84,375.36
OI000962,O000845,P0003,2,251.79,503.58
OI000963,O000428,P0022,5,111.65,558.25
OI000964,O000286,P0141,5,247.81,1239.05
OI000965,O000724,P0023,2,260.5,521.0
OI000966,O000614,P0065,5,107.74,538.7
OI000967,O000540,P0130,5,113.44,567.2
OI000968,O000803,P0091,3,53.61,160.83
OI000969,O000166,P0088,4,107.19,428.76
OI000970,O000116,P0113,4,20.11,80.44
OI000971,O000565,P0173,3,93.0,279.0
OI000972,O000920,P0135,5,118.42,592.1
OI000973,O000554,P0182,4,99.66,398.64
OI000974,O000312,P0085,4,82.19,328.76
OI000975,O000217,P0058,4,390.27,1561.08
OI000976,O000553,P0094,1,76.44,76.44
OI000977,O000434,P0078,1,78.12,78.12
OI000978,O000970,P0044,5,83.65,418.25
OI000979,O000588,P0055,3,99.52,298.56
OI000980,O000981,P0200,3,98.0,294.0
OI000981,O000307,P0116,1,345.28,345.28
OI000982,O000991,P0137,5,98.66,493.3
OI000983,O000377,P0049,2,210.17,420.34
OI000984,O000416,P0043,4,62.64,250.56
OI000985,O000543,P0055,5,99.52,497.6
OI000986,O000756,P0167,5,107.33,536.65
OI000987,O000161,P0175,1,226.29,226.29
OI000988,O000483,P0128,2,81.48,162.96
OI000989,O000299,P0194,4,284.46,1137.84
OI000990,O000962,P0076,5,79.1,395.5
OI000991,O000503,P0042,3,84.32,252.96
OI000992,O000881,P0194,5,284.46,1422.3
OI000993,O000151,P0197,4,188.73,754.92
OI000994,O000924,P0081,3,78.99,236.97
OI000995,O000278,P0193,1,76.48,76.48
OI000996,O000875,P0057,1,429.62,429.62
OI000997,O000942,P0113,4,20.11,80.44
OI000998,O000770,P0021,3,115.8,347.4
OI000999,O000914,P0013,3,204.47,613.41
OI001000,O000527,P0096,5,65.44,327.2
OI001001,O000194,P0076,4,79.1,316.4
OI001002,O000926,P0060,1,71.75,71.75
OI001003,O000060,P0011,5,332.11,1660.55
OI001004,O000003,P0187,2,36.09,72.18
OI001005,O000112,P0031,4,88.15,352.6
OI001006,O000724,P0195,1,68.25,68.25
OI001007,O000315,P0158,1,93.37,93.37
OI001008,O000600,P0154,4,418.25,1673.0
OI001009,O000169,P0050,5,115.95,579.75
OI001010,O000636,P0011,4,332.11,1328.44
OI001011,O000011,P0195,5,68.25,341.25
OI001012,O000353,P0141,4,247.81,991.24
OI001013,O000380,P0164,5,221.03,1105.15
OI001014,O000466,P0049,3,210.17,630.51
OI001015,O000667,P0110,2,129.63,259.26
OI001016,O000903,P0141,2,247.81,495.62
OI001017,O000622,P0046,3,93.66,280.98
OI001018,O000797,P0071,2,108.8,217.6
OI001019,O000533,P0125,5,339.63,1698.15
OI001020,O000239,P0043,2,62.64,125.28
OI001021,O000304,P0130,3,113.44,340.32
OI001022,O000869,P0078,4,78.12,312.48
OI001023,O000407,P0137,5,98.66,493.3
OI001024,O000211,P0072,3,138.56,415.68
OI001025,O000817,P0134,2,39.68,79.36
OI001026,O000439,P0041,3,329.52,988.56
OI001027,O000546,P0151,3,373.89,1121.67
OI001028,O000248,P0108,5,73.46,367.3
OI001029,O000429,P0184,4,93.76,375.04
OI001030,O000809,P0174,4,347.83,1391.32
OI001031,O000019,P0075,3,101.68,305.04
OI001032,O000020,P0077,3,59.39,178.17
OI001033,O000586,P0188,3,252.61,757.83
OI001034,O000502,P0180,2,43.78,87.56
OI001035,O000733,P0180,3,43.78,131.34
OI001036,O000479,P0051,2,136.99,273.98
OI001037,O000748,P0102,4,112.47,449.88
OI001038,O000699,P0089,5,137.76,688.8
OI001039,O000908,P0072,2,138.56,277.12
OI001040,O000130,P0100,1,83.19,83.19
OI001041,O000774,P0115,5,47.59,237.95
OI001042,O000645,P0050,3,115.95,347.85
OI001043,O000838,P0166,4,114.06,456.24
OI001044,O000226,P0052,4,81.47,325.88
OI001045,O000362,P0156,5,33.32,166.6
OI001046,O000520,P0135,5,118.42,592.1
OI001047,O000819,P0129,2,43.04,86.08
OI001048,O000476,P0076,2,79.1,158.2
OI001049,O000971,P0125,2,339.63,679.26
OI001050,O000950,P0036,5,117.88,589.4
OI001051,O000349,P0065,3,107.74,323.22
OI001052,O000922,P0087,1,76.86,76.86
OI001053,O000821,P0101,2,29.46,58.92
OI001054,O000209,P0198,1,267.05,267.05
OI001055,O000324,P0084,3,100.61,301.83
OI001056,O000267,P0125,4,339.63,1358.52
OI001057,O000489,P0077,1,59.39,59.39
OI001058,O000535,P0054,5,31.28,156.4
OI001059,O000883,P0118,5,118.57,592.85
OI001060,O000499,P0042,4,84.32,337.28
OI001061,O000922,P0051,2,136.99,273.98
OI001062,O000116,P0014,4,160.43,641.72
OI001063,O000066,P0122,5,112.3,561.5
OI001064,O000048,P0031,2,88.15,176.3
OI001065,O000422,P0096,2,65.44,130.88
OI001066,O000091,P0098,3,87.52,262.56
OI001067,O000971,P0200,1,98.0,98.0
OI001068,O000053,P0054,5,31.28,156.4
OI001069,O000959,P0039,3,281.89,845.67
OI001070,O000088,P0069,4,31.34,125.36
OI001071,O000835,P0029,4,137.48,549.92
OI001072,O000627,P0101,3,29.46,88.38
OI001073,O000135,P0008,1,76.87,76.87
OI001074,O000781,P0193,1,76.48,76.48
OI001075,O000287,P0131,4,93.84,375.36
OI001076,O000182,P0083,4,97.42,389.68
OI001077,O000737,P0080,1,282.38,282.38
OI001078,O000846,P0179,4,423.2,1692.8
OI001079,O000371,P0182,4,99.66,398.64
OI001080,O000261,P0186,2,59.97,119.94
OI001081,O000074,P0025,5,83.25,416.25
OI001082,O000071,P0075,1,101.68,101.68
OI001083,O000985,P0134,3,39.68,119.04
OI001084,O000279,P0197,5,188.73,943.65
OI001085,O000994,P0048,4,22.94,91.76
OI001086,O000939,P0137,2,98.66,197.32
OI001087,O000788,P0184,1,93.76,93.76
OI001088,O000839,P0018,2,368.51,737.02
OI001089,O000108,P0150,4,172.48,689.92
OI001090,O000055,P0004,3,289.27,867.81
OI001091,O000183,P0069,4,31.34,125.36
OI001092,O000616,P0115,4,47.59,190.36
OI001093,O000261,P0094,5,76.44,382.2
OI001094,O000463,P0159,1,86.03,86.03
OI001095,O000212,P0058,3,390.27,1170.81
OI001096,O000020,P0151,1,373.89,373.89
OI001097,O000437,P0193,1,76.48,76.48
OI001098,O000683,P0024,5,81.07,405.35
OI001099,O000483,P0143,5,31.09,155.45
OI001100,O000410,P0119,5,37.99,189.95
OI001101,O000794,P0170,2,97.07,194.14
OI001102,O000403,P0144,3,71.73,215.19
OI001103,O000296,P0020,3,244.35,733.05
OI001104,O000744,P0119,3,37.99,113.97
OI001105,O000612,P0156,5,33.32,166.6
OI001106,O000244,P0122,5,112.3,561.5
OI001107,O000942,P0068,1,67.6,67.6
OI001108,O000198,P0082,3,108.55,325.65
OI001109,O000856,P0183,2,79.24,158.48
OI001110,O000410,P0191,5,267.43,1337.15
OI001111,O000655,P0002,1,91.67,91.67
OI001112,O000057,P0120,2,55.36,110.72
OI001113,O000386,P0020,2,244.35,488.7
OI001114,O000600,P0006,1,64.76,64.76
OI001115,O000846,P0133,2,447.5,895.0
OI001116,O000331,P0075,2,101.68,203.36
OI001117,O000994,P0037,2,163.56,327.12
OI001118,O000887,P0093,2,133.0,266.0
OI001119,O000621,P0192,5,233.79,1168.95
OI001120,O000504,P0173,5,93.0,465.0
OI001121,O000698,P0033,3,69.13,207.39
OI001122,O000153,P0169,4,260.33,1041.32
OI001123,O000007,P0003,3,251.79,755.37
OI001124,O000160,P0092,5,251.54,1257.7
OI001125,O000674,P0127,2,56.63,113.26
OI001126,O000575,P0085,4,82.19,328.76
OI001127,O000212,P0067,4,337.1,1348.4
OI001128,O000852,P0093,2,133.0,266.0
OI001129,O000561,P0164,1,221.03,221.03
OI001130,O000192,P0137,1,98.66,98.66
OI001131,O000730,P0040,4,73.43,293.72
OI001132,O000377,P0122,5,112.3,561.5
OI001133,O000264,P0150,2,172.48,344.96
OI001134,O000434,P0058,2,390.27,780.54
OI001135,O000096,P0154,4,418.25,1673.0
OI001136,O000831,P0176,4,215.29,861.16
OI001137,O000994,P0089,1,137.76,137.76
OI001138,O000153,P0188,1,252.61,252.61
OI001139,O000397,P0127,3,56.63,169.89
OI001140,O000869,P0165,4,133.56,534.24
OI001141,O000741,P0088,5,107.19,535.95
OI001142,O000455,P0130,1,113.44,113.44
OI001143,O000814,P0110,3,129.63,388.89
OI001144,O000428,P0182,2,99.66,199.32
OI001145,O000794,P0006,4,64.76,259.04
OI001146,O000384,P0133,3,447.5,1342.5
OI001147,O000132,P0005,2,283.06,566.12
OI001148,O000417,P0034,5,118.3,591.5
OI001149,O000492,P0172,2,71.84,143.68
OI001150,O000227,P0191,3,267.43,802.29
OI001151,O000759,P0058,3,390.27,1170.81
OI001152,O000928,P0162,3,274.18,822.54
OI001153,O000371,P0128,5,81.48,407.4
OI001154,O000518,P0012,4,45.12,180.48
OI001155,O000777,P0110,1,129.63,129.63
OI001156,O000107,P0035,4,46.2,184.8
OI001157,O000636,P0117,2,227.62,455.24
OI001158,O000949,P0010,4,48.48,193.92
OI001159,O000561,P0123,5,81.92,409.6
OI001160,O000344,P0002,1,91.67,91.67
OI001161,O000446,P0124,2,83.79,167.58
OI001162,O000939,P0194,4,284.46,1137.84
OI001163,O000668,P0150,3,172.48,517.44
OI001164,O000037,P0177,1,271.9,271.9
OI001165,O000377,P0183,3,79.24,237.72
OI001166,O000346,P0159,3,86.03,258.09
OI001167,O000850,P0065,4,107.74,430.96
OI001168,O000141,P0125,1,339.63,339.63
OI001169,O000962,P0039,5,281.89,1409.45
OI001170,O000080,P0053,3,89.14,267.42
OI001171,O000131,P0072,5,138.56,692.8
OI001172,O000726,P0108,4,73.46,293.84
OI001173,O000602,P0094,1,76.44,76.44
OI001174,O000827,P0149,3,60.85,182.55
OI001175,O000524,P0016,4,75.2,300.8
OI001176,O000993,P0045,4,55.08,220.32
OI001177,O000485,P0020,2,244.35,488.7
OI001178,O000320,P0054,4,31.28,125.12
OI001179,O000859,P0161,1,98.07,98.07
OI001180,O000410,P0145,1,45.17,45.17
OI001181,O000813,P0096,4,65.44,261.76
OI001182,O000412,P0023,3,260.5,781.5
OI001183,O000540,P0138,1,117.83,117.83
OI001184,O000011,P0042,3,84.32,252.96
OI001185,O000473,P0078,2,78.12,156.24
OI001186,O000332,P0097,5,24.44,122.2
OI001187,O000837,P0187,3,36.09,108.27
OI001188,O000076,P0171,4,98.58,394.32
OI001189,O000373,P0043,2,62.64,125.28
OI001190,O000753,P0113,4,20.11,80.44
OI001191,O000108,P0049,2,210.17,420.34
OI001192,O000428,P0177,4,271.9,1087.6
OI001193,O000385,P0112,1,101.84,101.84
OI001194,O000236,P0128,3,81.48,244.44
OI001195,O000776,P0064,3,105.72,317.16
OI001196,O000207,P0075,4,101.68,406.72
OI001197,O000013,P0104,2,53.78,107.56
OI001198,O000522,P0055,1,99.52,99.52
OI001199,O000813,P0039,2,281.89,563.78
OI001200,O000113,P0072,2,138.56,277.12
OI001201,O000464,P0016,2,75.2,150.4
OI001202,O000657,P0101,5,29.46,147.3
OI001203,O000352,P0150,5,172.48,862.4
OI001204,O000018,P0118,5,118.57,592.85
OI001205,O000011,P0146,3,62.75,188.25
OI001206,O000396,P0114,2,100.79,201.58
OI001207,O000810,P0164,2,221.03,442.06
