order_id,customer_id,order_date,payment_method,order_status,sales_channel
O000484,C0444,2026-07-04,Credit Card,Processing,Store
O000485,C0171,2026-01-02,Shop Pay,Shipped,Online
O000486,C0102,2025-07-26,Shop Pay,Shipped,Online
O000487,C0458,2025-07-24,Gift Card,Shipped,Store
O000488,C0444,2026-05-31,Credit Card,Delivered,Store
O000489,C0402,2026-05-11,Gift Card,Processing,Online
O000490,C0184,2025-07-26,PayPal,Processing,Online
O000491,C0199,2026-02-13,Debit Card,Cancelled,Store
O000492,C0415,2025-12-29,PayPal,Processing,Online
O000493,C0467,2025-12-17,Credit Card,Processing,Online
O000494,C0223,2026-01-17,Shop Pay,Shipped,Store
O000495,C0174,2026-04-10,Shop Pay,Shipped,Online
O000496,C0020,2026-05-07,Shop Pay,Returned,Online
O000497,C0219,2026-03-03,Credit Card,Processing,Store
O000498,C0486,2025-11-24,Debit Card,Cancelled,Online
O000499,C0359,2026-04-09,Credit Card,Delivered,Online
O000500,C0121,2025-11-14,Debit Card,Shipped,Store
O000501,C0068,2025-11-26,Credit Card,Delivered,Store
O000502,C0303,2026-01-12,PayPal,Shipped,Store
O000503,C0487,2026-06-29,Debit Card,Delivered,Online
O000504,C0206,2025-08-04,Credit Card,Cancelled,Online
O000505,C0292,2026-02-21,PayPal,Delivered,Store
O000506,C0182,2026-01-14,Shop Pay,Shipped,Online
O000507,C0470,2025-09-04,PayPal,Returned,Online
O000508,C0271,2026-06-29,Gift Card,Returned,Store
O000509,C0447,2025-09-14,PayPal,Cancelled,Online
O000510,C0177,2025-11-01,Credit Card,Returned,Online
O000511,C0409,2025-08-21,Shop Pay,Shipped,Online
O000512,C0101,2026-02-21,Credit Card,Delivered,Store
O000513,C0317,2025-12-01,Debit Card,Shipped,Store
O000514,C0193,2026-03-01,Credit Card,Processing,Online
O000515,C0168,2025-08-19,Shop Pay,Cancelled,Online
O000516,C0296,2026-02-18,PayPal,Returned,Online
O000517,C0283,2026-06-28,Credit Card,Cancelled,Online
O000518,C0151,2025-08-19,PayPal,Returned,Online
O000519,C0492,2025-11-07,Credit Card,Returned,Store
O000520,C0362,2026-01-29,Gift Card,Processing,Online
O000521,C0056,2025-10-24,Credit Card,Cancelled,Online
O000522,C0289,2025-12-11,PayPal,Shipped,Online
O000523,C0041,2026-01-18,Shop Pay,Delivered,Store
O000524,C0040,2026-07-05,PayPal,Shipped,Store
O000525,C0285,2026-03-10,Gift Card,Shipped,Online
O000526,C0069,2026-05-26,Debit Card,Processing,Online
O000527,C0223,2025-10-06,Shop Pay,Delivered,Store
O000528,C0287,2025-10-18,Gift Card,Delivered,Online
O000529,C0151,2026-06-22,Debit Card,Processing,Store
O000530,C0422,2025-07-31,Debit Card,Returned,Online
O000531,C0064,2025-10-06,Gift Card,Delivered,Store
O000532,C0022,2026-05-24,Debit Card,Cancelled,Store
O000533,C0202,2025-08-16,Credit Card,Processing,Online
O000534,C0279,2026-04-12,PayPal,Processing,Store
O000535,C0346,2026-01-21,Shop Pay,Delivered,Online
O000536,C0055,2025-12-16,Shop Pay,Processing,Store
O000537,C0209,2026-04-13,Gift Card,Shipped,Online
O000538,C0222,2025-10-03,PayPal,Processing,Store
O000539,C0042,2025-09-18,Gift Card,Processing,Online
O000540,C0370,2025-12-23,Shop Pay,Returned,Online
O000541,C0215,2026-01-01,PayPal,Cancelled,Online
O000542,C0154,2025-09-21,Shop Pay,Returned,Online
O000543,C0324,2026-06-12,Shop Pay,Cancelled,Online
O000544,C0365,2025-10-13,PayPal,Cancelled,Online
O000545,C0489,2025-08-20,Credit Card,Returned,Store
O000546,C0356,2025-11-30,Credit Card,Delivered,Online
O000547,C0344,2026-04-21,Credit Card,Returned,Online
O000548,C0021,2025-09-14,Credit Card,Cancelled,Online
O000549,C0172,2026-01-17,Credit Card,Processing,Online
O000550,C0466,2026-03-17,Debit Card,Cancelled,Store
O000551,C0024,2025-08-09,PayPal,Delivered,Online
O000552,C0363,2026-01-07,Shop Pay,Returned,Store
O000553,C0471,2026-07-12,Shop Pay,Shipped,Store
O000554,C0389,2026-02-20,Gift Card,Cancelled,Online
O000555,C0246,2026-01-09,Gift Card,Cancelled,Store
O000556,C0418,2026-03-30,Gift Card,Shipped,Online
O000557,C0136,2026-02-23,Gift Card,Processing,Store
O000558,C0342,2026-04-12,Gift Card,Processing,Store
O000559,C0249,2025-11-17,Credit Card,Returned,Online
O000560,C0242,2026-01-15,Shop Pay,Returned,Online
O000561,C0105,2025-07-17,Shop Pay,Cancelled,Store
O000562,C0174,2026-05-30,Credit Card,Returned,Online
O000563,C0157,2025-07-25,Gift Card,Returned,Online
O000564,C0126,2025-12-09,Gift Card,Delivered,Online
O000565,C0328,2026-02-21,Gift Card,Cancelled,Store
O000566,C0269,2025-09-24,Debit Card,Delivered,Online
O000567,C0210,2025-12-28,Debit Card,Shipped,Store
O000568,C0231,2025-11-01,PayPal,Delivered,Online
O000569,C0458,2026-03-13,Debit Card,Cancelled,Online
O000570,C0079,2025-12-05,Credit Card,Cancelled,Online
O000571,C0497,2025-12-13,Debit Card,Cancelled,Online
O000572,C0074,2025-10-08,Shop Pay,Cancelled,Store
O000573,C0250,2025-09-26,Credit Card,Returned,Store
O000574,C0296,2025-12-20,Debit Card,Cancelled,Store
O000575,C0283,2026-03-07,PayPal,Processing,Store
O000576,C0371,2025-10-07,Gift Card,Processing,Online
O000577,C0055,2025-07-31,Debit Card,Delivered,Online
O000578,C0335,2026-04-03,Shop Pay,Processing,Store
O000579,C0440,2025-12-09,Gift Card,Shipped,Store
O000580,C0458,2025-10-03,Credit Card,Processing,Store
O000581,C0429,2026-07-05,Shop Pay,Shipped,Store
O000582,C0039,2025-12-17,Debit Card,Processing,Online
O000583,C0140,2025-07-22,Credit Card,Returned,Store
O000584,C0177,2026-03-01,Gift Card,Cancelled,Store
O000585,C0123,2026-04-04,Credit Card,Delivered,Online
O000586,C0373,2026-05-03,Debit Card,Returned,Store
O000587,C0353,2026-01-23,Gift Card,Returned,Online
O000588,C0155,2025-08-26,Debit Card,Processing,Online
O000589,C0078,2025-10-01,Gift Card,Cancelled,Store
O000590,C0460,2025-09-27,Gift Card,Cancelled,Store
O000591,C0471,2025-11-16,Debit Card,Processing,Store
O000592,C0193,2026-05-26,Gift Card,Shipped,Store
O000593,C0425,2025-09-09,Debit Card,Processing,Store
O000594,C0161,2025-08-28,Debit Card,Delivered,Store
O000595,C0268,2025-10-05,Gift Card,Processing,Store
O000596,C0358,2025-12-15,Credit Card,Delivered,Online
O000597,C0027,2026-05-20,PayPal,Processing,Store
O000598,C0163,2026-03-02,Credit Card,Shipped,Store
O000599,C0017,2026-03-09,Shop Pay,Returned,Online
O000600,C0292,2026-01-24,Gift Card,Shipped,Store
O000601,C0047,2026-07-10,PayPal,Delivered,Online
O000602,C0110,2025-12-09,Gift Card,Cancelled,Online
O000603,C0360,2026-02-07,PayPal,Processing,Online
O000604,C0274,2026-02-07,Credit Card,Shipped,Online
O000605,C0038,2026-01-28,Gift Card,Returned,Online
O000606,C0306,2026-03-28,Gift Card,Shipped,Online
O000607,C0017,2026-01-25,Debit Card,Returned,Store
O000608,C0091,2025-08-18,Credit Card,Cancelled,Store
O000609,C0172,2025-12-26,Debit Card,Cancelled,Store
O000610,C0404,2025-12-03,PayPal,Processing,Store
O000611,C0204,2026-02-05,Gift Card,Processing,Store
O000612,C0100,2025-12-16,PayPal,Returned,Store
O000613,C0418,2026-05-24,Debit Card,Delivered,Online
O000614,C0152,2025-12-16,Shop Pay,Delivered,Store
O000615,C0418,2026-03-28,Credit Card,Returned,Store
O000616,C0207,2026-06-10,Gift Card,Cancelled,Online
O000617,C0058,2026-04-23,Gift Card,Shipped,Online
O000618,C0070,2026-02-07,Debit Card,Shipped,Store
O000619,C0491,2025-08-22,Gift Card,Cancelled,Online
O000620,C0107,2026-06-28,PayPal,Delivered,Online
O000621,C0317,2026-04-02,Credit Card,Shipped,Online
O000622,C0454,2026-02-13,Shop Pay,Cancelled,Store
O000623,C0150,2026-03-19,Debit Card,Returned,Store
O000624,C0076,2026-05-01,Credit Card,Returned,Store
O000625,C0150,2025-09-10,Gift Card,Cancelled,Store
O000626,C0420,2025-10-09,Debit Card,Delivered,Store
O000627,C0347,2025-12-04,Shop Pay,Cancelled,Store
O000628,C0078,2025-11-19,Credit Card,Returned,Online
O000629,C0222,2025-10-14,Debit Card,Shipped,Online
O000630,C0267,2026-02-27,Shop Pay,Delivered,Online
O000631,C0339,2025-11-20,Debit Card,Returned,Online
O000632,C0072,2025-10-07,Shop Pay,Delivered,Store
O000633,C0131,2025-11-18,PayPal,Processing,Store
O000634,C0092,2026-04-16,Shop Pay,Delivered,Online
O000635,C0463,2025-12-07,Debit Card,Returned,Online
O000636,C0029,2026-05-12,PayPal,Processing,Store
O000637,C0499,2026-07-12,Shop Pay,Returned,Store
O000638,C0302,2025-08-06,Shop Pay,Returned,Online
O000639,C0149,2026-07-12,Credit Card,Shipped,Store
O000640,C0195,2025-10-16,Credit Card,Delivered,Online
O000641,C0156,2026-03-24,Gift Card,Returned,Store
O000642,C0361,2026-05-31,Shop Pay,Returned,Online
O000643,C0269,2026-01-24,Gift Card,Processing,Store
O000644,C0372,2026-07-01,Debit Card,Shipped,Store
O000645,C0204,2026-06-27,Credit Card,Processing,Online
O000646,C0109,2025-08-19,Gift Card,Shipped,Online
O000647,C0461,2026-07-08,Gift Card,Cancelled,Online
O000648,C0097,2026-06-17,Credit Card,Shipped,Store
O000649,C0470,2025-12-05,Credit Card,Returned,Online
O000650,C0002,2025-10-01,Shop Pay,Shipped,Online
O000651,C0124,2025-08-29,Gift Card,Delivered,Online
O000652,C0121,2025-11-22,Credit Card,Shipped,Online
O000653,C0317,2025-09-15,Gift Card,Cancelled,Store
O000654,C0279,2026-04-18,Debit Card,Cancelled,Store
O000655,C0199,2025-11-07,Gift Card,Processing,Online
O000656,C0005,2026-01-22,Shop Pay,Delivered,Online
O000657,C0042,2026-01-25,Credit Card,Cancelled,Store
O000658,C0022,2026-02-11,Shop Pay,Returned,Online
O000659,C0295,2026-03-03,Shop Pay,Shipped,Online
O000660,C0026,2025-08-29,Credit Card,Returned,Store
O000661,C0406,2025-12-01,Credit Card,Cancelled,Online
O000662,C0246,2025-08-10,Debit Card,Returned,Store
O000663,C0340,2026-05-10,PayPal,Returned,Online
O000664,C0135,2026-02-25,PayPal,Shipped,Online
O000665,C0278,2026-04-21,Shop Pay,Delivered,Online
O000666,C0194,2026-01-08,Shop Pay,Cancelled,Store
O000667,C0238,2026-05-21,Shop Pay,Delivered,Store
O000668,C0430,2025-09-28,PayPal,Returned,Online
O000669,C0391,2026-03-17,Credit Card,Shipped,Store
O000670,C0101,2025-09-04,PayPal,Cancelled,Store
O000671,C0304,2025-07-21,Gift Card,Processing,Store
O000672,C0250,2026-05-28,Gift Card,Cancelled,Store
O000673,C0320,2025-09-30,PayPal,Cancelled,Online
O000674,C0016,2026-05-25,Debit Card,Cancelled,Online
O000675,C0121,2025-09-13,Credit Card,Cancelled,Store
O000676,C0259,2026-06-02,Credit Card,Returned,Online
O000677,C0309,2025-09-21,Shop Pay,Cancelled,Online
O000678,C0468,2025-11-13,Credit Card,Processing,Online
O000679,C0352,2026-01-15,Shop Pay,Returned,Online
O000680,C0091,2026-02-26,Credit Card,Cancelled,Online
O000681,C0133,2025-09-30,PayPal,Returned,Store
O000682,C0348,2026-06-06,Debit Card,Cancelled,Online
O000683,C0365,2025-11-10,Debit Card,Returned,Store
O000684,C0155,2025-09-04,PayPal,Processing,Store
O000685,C0071,2026-04-17,PayPal,Delivered,Online
O000686,C0046,2026-01-06,Credit Card,Delivered,Online
O000687,C0338,2026-04-06,Shop Pay,Returned,Online
O000688,C0115,2026-05-15,Gift Card,Returned,Store
O000689,C0106,2026-06-30,Credit Card,Shipped,Store
O000690,C0127,2026-06-27,Credit Card,Shipped,Online
O000691,C0240,2026-03-30,Shop Pay,Delivered,Online
O000692,C0367,2025-10-21,Credit Card,Shipped,Store
O000693,C0450,2026-05-07,Debit Card,Shipped,Store
O000694,C0064,2025-10-08,Gift Card,Delivered,Online
O000695,C0064,2025-10-24,Shop Pay,Shipped,Online
O000696,C0481,2025-11-07,Gift Card,Processing,Store
O000697,C0383,2026-01-29,Gift Card,Returned,Store
O000698,C0048,2026-03-16,Gift Card,Returned,Store
O000699,C0484,2026-05-18,Gift Card,Processing,Online
O000700,C0196,2026-01-12,Credit Card,Returned,Store
O000701,C0050,2026-05-22,Debit Card,Cancelled,Online
O000702,C0195,2025-12-16,Shop Pay,Shipped,Store
O000703,C0024,2025-09-24,Debit Card,Delivered,Store
O000704,C0144,2026-05-03,Gift Card,Shipped,Store
O000705,C0231,2025-10-18,Shop Pay,Returned,Store
O000706,C0179,2026-05-19,PayPal,Shipped,Store
O000707,C0176,2026-05-09,Gift Card,Returned,Online
O000708,C0439,2026-05-27,PayPal,Processing,Store
O000709,C0382,2026-03-18,Gift Card,Shipped,Online
O000710,C0032,2025-11-21,Shop Pay,Delivered,Online
O000711,C0194,2025-09-16,Gift Card,Processing,Store
O000712,C0096,2025-12-28,Debit Card,Cancelled,Online
O000713,C0094,2025-09-08,PayPal,Shipped,Online
O000714,C0168,2026-02-26,Gift Card,Delivered,Store
O000715,C0312,2026-07-05,PayPal,Shipped,Store
O000716,C0221,2026-06-06,PayPal,Returned,Store
O000717,C0237,2026-05-18,Debit Card,Cancelled,Store
O000718,C0179,2026-01-08,Debit Card,Delivered,Online
O000719,C0407,2025-08-11,Shop Pay,Cancelled,Store
O000720,C0459,2026-05-29,Gift Card,Cancelled,Store
O000721,C0346,2025-10-30,Gift Card,Processing,Store
O000722,C0283,2026-02-09,Shop Pay,Delivered,Online
O000723,C0231,2025-10-31,Debit Card,Returned,Store
O000724,C0118,2026-01-02,PayPal,Delivered,Store
O000725,C0027,2025-07-21,PayPal,Cancelled,Store
O000726,C0281,2025-09-22,Shop Pay,Processing,Online
O000727,C0442,2026-07-04,Shop Pay,Delivered,Online
O000728,C0103,2025-09-23,Debit Card,Processing,Store
O000729,C0090,2026-02-01,Credit Card,Delivered,Store
O000730,C0445,2025-08-07,Shop Pay,Processing,Online
O000731,C0409,2025-08-11,Shop Pay,Shipped,Store
O000732,C0224,2025-10-10,Debit Card,Returned,Store
O000733,C0224,2026-03-12,Gift Card,Shipped,Online
O000734,C0345,2026-01-26,Shop Pay,Returned,Store
O000735,C0440,2026-05-22,PayPal,Processing,Store
O000736,C0078,2025-11-09,Shop Pay,Cancelled,Store
O000737,C0354,2025-12-08,Debit Card,Delivered,Store
O000738,C0252,2026-04-25,Gift Card,Processing,Online
O000739,C0082,2026-02-01,Gift Card,Cancelled,Online
O000740,C0085,2026-05-22,Credit Card,Returned,Store
O000741,C0337,2025-10-19,Gift Card,Shipped,Store
O000742,C0109,2026-01-18,Debit Card,Delivered,Online
O000743,C0120,2025-11-27,Debit Card,Cancelled,Store
O000744,C0280,2026-01-11,Gift Card,Cancelled,Online
O000745,C0048,2026-06-10,Credit Card,Returned,Store
O000746,C0063,2026-03-17,Gift Card,Processing,Store
O000747,C0245,2026-03-02,PayPal,Shipped,Store
O000748,C0140,2026-06-16,Debit Card,Returned,Store
O000749,C0156,2026-05-25,Shop Pay,Delivered,Online
O000750,C0027,2026-07-10,PayPal,Returned,Store
O000751,C0461,2026-04-21,Credit Card,Cancelled,Online
O000752,C0062,2025-08-11,Debit Card,Cancelled,Online
O000753,C0271,2026-03-02,Shop Pay,Shipped,Store
O000754,C0206,2026-05-25,PayPal,Returned,Store
O000755,C0365,2025-12-22,Gift Card,Delivered,Online
O000756,C0306,2025-11-09,PayPal,Processing,Store
O000757,C0234,2026-07-07,PayPal,Processing,Store
O000758,C0086,2026-02-03,Shop Pay,Cancelled,Online
O000759,C0372,2025-08-29,Gift Card,Processing,Online
O000760,C0290,2026-03-31,Credit Card,Returned,Online
O000761,C0341,2025-07-18,PayPal,Delivered,Store
O000762,C0273,2026-04-14,Credit Card,Delivered,Store
O000763,C0261,2025-07-20,Credit Card,Processing,Online
O000764,C0152,2026-02-04,PayPal,Cancelled,Online
O000765,C0085,2026-02-11,PayPal,Returned,Online
O000766,C0045,2025-10-04,Debit Card,Processing,Online
O000767,C0148,2025-11-13,Gift Card,Returned,Store
O000768,C0072,2026-01-27,PayPal,Shipped,Store
O000769,C0026,2025-09-08,Gift Card,Cancelled,Store
O000770,C0301,2025-09-27,Debit Card,Returned,Store
O000771,C0074,2026-03-14,Shop Pay,Returned,Store
O000772,C0258,2025-09-02,Credit Card,Delivered,Online
O000773,C0152,2025-10-18,Credit Card,Returned,Store
O000774,C0271,2025-07-19,Debit Card,Cancelled,Online
O000775,C0258,2025-11-04,Gift Card,Returned,Store
O000776,C0136,2026-07-11,Gift Card,Cancelled,Online
O000777,C0445,2026-01-19,Gift Card,Shipped,Store
O000778,C0275,2026-01-28,PayPal,Delivered,Store
O000779,C0369,2026-05-07,Gift Card,Shipped,Store
O000780,C0252,2026-02-28,PayPal,Shipped,Store
O000781,C0030,2025-10-14,Shop Pay,Processing,Store
O000782,C0287,2026-01-06,Gift Card,Processing,Online
O000783,C0424,2026-01-23,Debit Card,Processing,Store
O000784,C0083,2025-07-28,Shop Pay,Shipped,Online
O000785,C0430,2025-09-05,PayPal,Returned,Store
O000786,C0124,2026-01-05,Shop Pay,Processing,Store
O000787,C0341,2025-11-21,PayPal,Delivered,Online
O000788,C0356,2025-12-25,Credit Card,Returned,Online
O000789,C0274,2025-12-31,Gift Card,Processing,Online
O000790,C0172,2025-08-06,Shop Pay,Delivered,Store
O000791,C0214,2026-05-27,Gift Card,Returned,Store
O000792,C0426,2026-06-06,Credit Card,Shipped,Store
O000793,C0118,2026-03-22,Shop Pay,Returned,Store
O000794,C0208,2025-08-03,Shop Pay,Returned,Online
O000795,C0459,2025-10-02,PayPal,Returned,Store
O000796,C0412,2026-03-24,Credit Card,Processing,Store
O000797,C0385,2026-04-27,Credit Card,Returned,Online
O000798,C0498,2026-06-16,Debit Card,Cancelled,Store
O000799,C0196,2025-11-10,PayPal,Delivered,Store
O000800,C0051,2025-12-11,Shop Pay,Delivered,Online
O000801,C0249,2026-03-19,Credit Card,Shipped,Store
O000802,C0212,2025-07-14,Gift Card,Delivered,Online
O000803,C0489,2025-09-03,Debit Card,Shipped,Store
O000804,C0276,2025-11-12,Gift Card,Returned,Online
O000805,C0163,2025-08-27,Shop Pay,Delivered,Online
O000806,C0240,2025-07-17,Shop Pay,Delivered,Store
O000807,C0411,2025-11-04,Shop Pay,Delivered,Store
O000808,C0149,2026-05-19,Credit Card,Processing,Store
O000809,C0436,2026-06-14,PayPal,Processing,Store
O000810,C0260,2026-04-29,Debit Card,Returned,Online
O000811,C0310,2026-06-14,Shop Pay,Delivered,Online
O000812,C0118,2025-10-31,Debit Card,Delivered,Online
O000813,C0245,2025-08-22,PayPal,Cancelled,Store
O000814,C0143,2026-06-03,Credit Card,Processing,Store
O000815,C0012,2026-01-24,Gift Card,Cancelled,Online
O000816,C0021,2026-01-25,Credit Card,Cancelled,Store
O000817,C0400,2026-05-26,PayPal,Cancelled,Online
O000818,C0057,2026-05-23,Gift Card,Returned,Store
O000819,C0338,2026-06-06,Shop Pay,Cancelled,Online
O000820,C0085,2025-07-29,Credit Card,Processing,Store
O000821,C0156,2025-11-13,PayPal,Delivered,Store
O000822,C0190,2026-07-06,Gift Card,Cancelled,Online
O000823,C0141,2026-03-13,Gift Card,Processing,Store
O000824,C0306,2025-11-11,Shop Pay,Shipped,Store
O000825,C0183,2025-08-22,Debit Card,Shipped,Store
O000826,C0195,2025-12-01,Debit Card,Shipped,Online
O000827,C0288,2026-07-07,Gift Card,Delivered,Store
O000828,C0433,2025-12-26,Debit Card,Returned,Online
O000829,C0010,2026-02-18,Shop Pay,Returned,Online
O000830,C0028,2026-02-14,Credit Card,Delivered,Store
O000831,C0057,2026-04-09,Shop Pay,Cancelled,Store
O000832,C0327,2026-05-26,Debit Card,Processing,Store
O000833,C0187,2026-06-03,PayPal,Returned,Online
O000834,C0084,2025-12-21,Credit Card,Cancelled,Store
O000835,C0058,2025-11-19,Gift Card,Returned,Online
O000836,C0303,2025-12-14,Gift Card,Shipped,Store
O000837,C0091,2026-03-16,Gift Card,Returned,Store
O000838,C0431,2026-01-04,PayPal,Shipped,Store
O000839,C0201,2025-10-18,Shop Pay,Shipped,Store
O000840,C0415,2026-05-20,PayPal,Cancelled,Online
O000841,C0012,2026-01-01,Shop Pay,Returned,Store
O000842,C0297,2026-04-09,Credit Card,Returned,Store
O000843,C0141,2026-01-01,Shop Pay,Cancelled,Store
O000844,C0095,2025-12-25,Shop Pay,Shipped,Online
O000845,C0132,2025-12-20,Shop Pay,Shipped,Online
O000846,C0112,2025-09-09,PayPal,Cancelled,Online
O000847,C0142,2025-08-14,PayPal,Cancelled,Store
O000848,C0410,2026-06-04,Shop Pay,Returned,Store
O000849,C0199,2025-09-11,Debit Card,Delivered,Online
O000850,C0192,2026-01-26,Shop Pay,Cancelled,Store
O000851,C0135,2026-03-09,Gift Card,Returned,Online
O000852,C0463,2026-04-23,Debit Card,Delivered,Online
O000853,C0153,2026-05-24,Gift Card,Shipped,Store
O000854,C0161,2025-08-19,Shop Pay,Processing,Store
O000855,C0200,2025-10-17,Gift Card,Returned,Online
O000856,C0408,2025-10-19,Gift Card,Returned,Online
O000857,C0285,2025-10-12,Credit Card,Returned,Store
O000858,C0417,2026-04-05,PayPal,Delivered,Store
O000859,C0017,2025-10-16,Gift Card,Cancelled,Online
O000860,C0237,2025-09-29,Debit Card,Returned,Online
O000861,C0347,2026-02-07,Shop Pay,Returned,Online
O000862,C0459,2026-04-02,Shop Pay,Shipped,Store
O000863,C0191,2026-04-27,Debit Card,Shipped,Store
O000864,C0065,2026-01-03,Debit Card,Processing,Store
O000865,C0160,2026-02-07,Credit Card,Returned,Store
O000866,C0327,2026-01-12,Credit Card,Delivered,Store
O000867,C0312,2026-05-01,Gift Card,Shipped,Online
O000868,C0402,2025-11-23,Gift Card,Cancelled,Online
O000869,C0299,2026-05-18,Debit Card,Processing,Online
O000870,C0182,2026-06-03,PayPal,Processing,Online
O000871,C0036,2026-04-12,PayPal,Delivered,Online
O000872,C0166,2025-11-02,Debit Card,Shipped,Store
O000873,C0058,2025-07-16,PayPal,Shipped,Online
O000874,C0375,2026-06-30,Shop Pay,Processing,Store
O000875,C0015,2026-06-16,Debit Card,Delivered,Store
O000876,C0391,2026-04-19,Shop Pay,Processing,Store
O000877,C0398,2026-06-24,Shop Pay,Processing,Store
O000878,C0060,2026-01-27,Debit Card,Shipped,Online
O000879,C0054,2025-12-24,Credit Card,Cancelled,Store
O000880,C0425,2025-07-28,Credit Card,Returned,Online
O000881,C0160,2026-01-30,Debit Card,Shipped,Store
O000882,C0270,2025-11-06,PayPal,Delivered,Online
O000883,C0081,2025-12-08,PayPal,Processing,Online
O000884,C0248,2025-11-08,Gift Card,Shipped,Online
O000885,C0322,2025-12-23,Debit Card,Returned,Store
O000886,C0440,2025-10-19,Credit Card,Shipped,Store
O000887,C0257,2026-05-13,Debit Card,Delivered,Store
O000888,C0359,2025-08-29,Debit Card,Processing,Store
O000889,C0450,2025-12-27,Debit Card,Returned,Online
O000890,C0011,2026-02-09,Shop Pay,Returned,Online
O000891,C0014,2025-09-10,Shop Pay,Returned,Store
O000892,C0319,2025-07-19,Shop Pay,Delivered,Online
O000893,C0218,2025-12-21,PayPal,Shipped,Store
O000894,C0047,2026-03-03,Gift Card,Cancelled,Store
O000895,C0084,2025-07-18,PayPal,Processing,Store
O000896,C0115,2025-10-11,Credit Card,Processing,Store
O000897,C0343,2025-09-06,Credit Card,Delivered,Online
O000898,C0240,2026-03-20,Credit Card,Delivered,Store
O000899,C0400,2025-11-25,Credit Card,Cancelled,Online
O000900,C0380,2025-08-08,Credit Card,Cancelled,Online
O000901,C0205,2025-10-15,Credit Card,Shipped,Store
O000902,C0287,2026-01-08,Shop Pay,Returned,Store
O000903,C0043,2025-09-19,Credit Card,Processing,Online
O000904,C0483,2026-03-27,PayPal,Delivered,Store
O000905,C0086,2025-12-09,PayPal,Processing,Store
O000906,C0085,2025-09-27,PayPal,Shipped,Online
O000907,C0263,2025-07-29,Credit Card,Cancelled,Online
O000908,C0207,2026-06-06,Shop Pay,Processing,Store
O000909,C0334,2026-02-04,Debit Card,Returned,Online
O000910,C0104,2025-10-02,Gift Card,Shipped,Online
O000911,C0401,2026-06-04,Gift Card,Returned,Store
O000912,C0173,2025-08-28,PayPal,Returned,Online
O000913,C0432,2026-05-08,Credit Card,Delivered,Store
O000914,C0046,2026-04-21,Debit Card,Shipped,Online
O000915,C0364,2025-08-03,Debit Card,Returned,Store
O000916,C0316,2026-05-14,Shop Pay,Shipped,Online
O000917,C0189,2025-10-05,Debit Card,Delivered,Online
O000918,C0124,2025-07-19,Gift Card,Returned,Store
O000919,C0167,2025-08-07,Gift Card,Returned,Store
O000920,C0097,2025-12-04,Gift Card,Processing,Store
O000921,C0211,2026-01-14,Shop Pay,Cancelled,Store
O000922,C0493,2025-10-17,PayPal,Returned,Store
O000923,C0039,2025-11-10,PayPal,Returned,Online
O000924,C0488,2025-08-17,Gift Card,Processing,Store
O000925,C0411,2025-07-23,PayPal,Processing,Store
O000926,C0491,2026-01-11,Debit Card,Cancelled,Store
O000927,C0082,2026-05-07,PayPal,Returned,Online
O000928,C0436,2026-06-01,PayPal,Delivered,Online
O000929,C0029,2025-07-25,Shop Pay,Returned,Store
O000930,C0063,2025-07-22,PayPal,Processing,Store
O000931,C0098,2025-07-27,Gift Card,Delivered,Store
O000932,C0291,2025-08-02,Debit Card,Returned,Online
O000933,C0466,2025-11-23,Shop Pay,Delivered,Online
O000934,C0053,2025-10-20,PayPal,Shipped,Store
O000935,C0282,2026-07-12,Debit Card,Cancelled,Online
O000936,C0156,2026-01-04,PayPal,Cancelled,Online
O000937,C0124,2026-01-01,Debit Card,Cancelled,Online
O000938,C0480,2025-12-12,Gift Card,Cancelled,Online
O000939,C0159,2026-05-23,Debit Card,Cancelled,Online
O000940,C0392,2025-08-12,PayPal,Cancelled,Online
O000941,C0177,2025-10-13,Gift Card,Delivered,Store
O000942,C0291,2026-06-02,Credit Card,Cancelled,Online
O000943,C0158,2026-03-30,Gift Card,Delivered,Store
O000944,C0327,2025-07-31,Shop Pay,Shipped,Online
O000945,C0322,2026-03-19,PayPal,Shipped,Online
O000946,C0498,2026-04-05,Shop Pay,Returned,Store
O000947,C0248,2025-12-10,Gift Card,Delivered,Store
O000948,C0252,2025-10-11,PayPal,Delivered,Online
O000949,C0254,2025-07-23,Gift Card,Returned,Online
O000950,C0316,2026-04-01,Gift Card,Shipped,Store
O000951,C0013,2025-10-20,PayPal,Processing,Store
O000952,C0190,2025-12-30,Credit Card,Cancelled,Online
O000953,C0473,2026-05-13,Credit Card,Delivered,Store
O000954,C0024,2025-09-08,Credit Card,Delivered,Store
O000955,C0079,2026-04-08,Debit Card,Delivered,Online
O000956,C0122,2026-02-15,Gift Card,Shipped,Online
O000957,C0460,2025-09-25,Shop Pay,Cancelled,Online
O000958,C0077,2025-11-11,Gift Card,Delivered,Store
O000959,C0136,2026-01-06,Shop Pay,Cancelled,Online
O000960,C0048,2025-09-28,Debit Card,Shipped,Store
O000961,C0172,2026-04-21,Gift Card,Delivered,Online
O000962,C0281,2026-03-26,Credit Card,Returned,Store
O000963,C0214,2026-06-04,Credit Card,Delivered,Store
O000964,C0059,2026-04-16,Credit Card,Returned,Online
O000965,C0361,2026-01-24,Shop Pay,Cancelled,Store
O000966,C0217,2026-01-21,Debit Card,Cancelled,Store
O000967,C0316,2026-03-09,Credit Card,Returned,Store
